1,16,Słowackiego
2,59,Bydgoska
3,18,Żurawia
4,9,Bydgoska
5,85,Perłowa
6,19,Wschodnia
7,132,Młyńska
8,61,Strażacka
9,72,Władysława Łokietka
10,172,Kaszubska
11,125,Torowa
12,55,Zaułek
13,139,Wypoczynkowa
14,34,Orkana
15,186,Brzechwy
16,147,Topolowa
17,148,Kasprowicza
18,122,Stefana Batorego
19,63,Mieszka I
20,122,Jesionowa
21,105,Graniczna
22,49,Składowa
23,25,Tysiąclecia
24,25,Jesienna
25,169,Malinowa
26,111,Tulipanowa
27,91,Jaworowa
28,109,Wschodnia
29,106,Sybiraków
30,120,Podmiejska
31,187,Jarzębinowa
32,14,Zaułek
33,173,Grabowa
34,168,Młynarska
35,166,Narcyzowa
36,26,Tulipanowa
37,16,Wspólna
38,104,Rycerska
39,187,Bałtycka
40,87,Jesionowa
41,28,Piaskowa
42,64,Pułaskiego
43,50,Morcinka
44,49,Brzozowa
45,138,Glówna
46,115,Jana
47,36,Łączna
48,109,Kalinowa
49,47,Perłowa
50,72,Zakątek
51,119,Tylna
52,64,Piastowska
53,20,Krokusowa
54,114,Wiejska
55,141,Konwaliowa
56,26,Ludowa
57,13,Leśna
58,167,Jastrzębia
59,139,Gdańska
60,4,Stolarska
61,24,Starowiejska
62,193,Zaułek
63,61,Szymanowskiego
64,43,Kusocińskiego
65,105,Pszenna
66,125,Żwirki i Wigury
67,124,Chełmońskiego
68,55,Morska
69,103,Rzeczna
70,16,Wschodnia
71,43,Mokra
72,98,Podleśna
73,1,Dworcowa
74,100,Konopnickiej
75,68,Kosynierów
76,117,Odrzańska
77,74,Graniczna
78,109,Konstytucji 3 Maja
79,179,Księżycowa
80,188,Dworcowa
81,143,Piaskowa
82,170,Żeromskiego
83,184,Żeglarska
84,125,Zakole
85,40,Średnia
86,49,Fabryczna
87,76,Dworcowa
88,56,Lisia
89,15,Wesoła
90,149,Gajowa
91,189,Wąska
92,139,Chopina
93,16,Boczna
94,192,Jana III Sobieskiego
95,81,Myśliwska
96,15,Składowa
97,13,Miła
98,150,Rynek
99,123,Rolnicza
100,129,Konopnickiej
101,136,Chopina
102,41,Klonowa
103,15,Matejki
104,131,Wesoła
105,21,Piwna
106,48,Kraszewskiego
107,18,Jana Pawła II
108,153,Maja
109,18,Daleka
110,173,Zwycięstwa
111,61,Strzelecka
112,104,Mała
113,31,Narutowicza
114,146,Popiełuszki
115,64,Księżycowa
116,149,Szpitalna
117,153,Gdańska
118,11,Górnicza
119,159,Krzywa
120,21,Świerczewskiego
121,108,Mieszka I
122,169,Dobra
123,150,Lazurowa
124,145,Zwycięstwa
125,134,Malczewskiego
126,81,Jaśminowa
127,67,Szkolna
128,53,Lazurowa
129,172,Norwida
130,184,Stycznia
131,81,Przemysłowa
132,62,Jaśminowa
133,68,Kowalska
134,102,Piastowska
135,34,Kolorowa
136,172,Gdańska
137,166,Krzywa
138,77,Wałowa
139,118,Wąska
140,81,Fiołkowa
141,193,Lubelska
142,19,Stroma
143,3,Fabryczna
144,118,Ptasia
145,160,Okulickiego
146,145,Szarych Szeregów
147,26,Środkowa
148,19,Orzeszkowej
149,138,Stefana Batorego
150,55,Łanowa
151,130,Szkolna
152,68,Korczaka
153,34,Rajska
154,90,Dobra
155,18,Niepodległości
156,63,Wiosenna
157,95,Dolna
158,73,Gdańska
159,41,Cmentarna
160,113,Południowa
161,140,Bolesława Krzywoustego
162,181,Rajska
163,78,Rzeczna
164,157,Krucza
165,168,Rumiankowa
166,136,Reja
167,3,Leszczynowa
168,171,Chełmońskiego
169,142,Irysowa
170,77,Mała
171,170,Batalionów Chłopskich
172,27,Bema
173,35,Gdańska
174,68,Borowa
175,30,Rataja
176,28,Dworska
177,191,Rózana
178,142,Glówna
179,40,Bema
180,70,Zaułek
181,73,Szeroka
182,155,Swierkowa
183,54,Leśna
184,184,Zaciszna
185,88,Lelewela
186,53,Miodowa
187,176,Jadwigi
188,163,Wrocławska
189,68,Chabrowa
190,130,Sucharskiego
191,126,Rycerska
192,65,Lwowska
193,14,Słowicza
194,24,Górska
195,163,Kielecka
196,109,Szkolna
197,71,Reymonta
198,12,Wspólna
199,1,Skłodowskiej-Curie
200,86,Działkowa
201,198,Zapolskiej
202,34,Cicha
203,164,Lubelska
204,68,Jana Pawła II
205,42,Lwowska
206,190,Jagodowa
207,114,Kaszubska
208,142,Warszawska
209,181,Spacerowa
210,110,Zdrojowa
211,144,Częstochowska
212,3,Klonowa
213,29,Cyprysowa
214,20,Leszczynowa
215,177,Andersa
216,39,Tulipanowa
217,140,Korczaka
218,10,Osiedlowa
219,95,Torowa
220,150,Floriana
221,142,Hutnicza
222,38,Perłowa
223,111,Matejki
224,33,Miłosza
225,11,Rzeczna
226,79,Łączna
227,94,Poziomkowa
228,11,Pocztowa
229,92,Chmielna
230,54,Akacjowa
231,175,Zachodnia
232,64,Wieniawskiego
233,171,Zaciszna
234,27,Wypoczynkowa
235,91,Narutowicza
236,200,Kosynierów
237,144,Tulipanowa
238,105,Turystyczna
239,159,Tęczowa
240,192,Wybickiego
241,40,Malinowa
242,61,Sokola
243,42,Spokojna
244,46,Skrajna
245,106,Złota
246,7,Piękna
247,46,Miarki
248,189,Strumykowa
249,86,Zielna
250,106,Widokowa
251,172,Bursztynowa
252,189,Akacjowa
253,64,Władysława Łokietka
254,69,Jaworowa
255,41,Handlowa
256,180,Pomorska
257,28,Młynarska
258,98,Wąska
259,10,Makuszyńskiego
260,121,Młynarska
261,57,Strumykowa
262,52,Krasickiego
263,118,Lisia
264,90,Handlowa
265,79,Powstańców Wielkopolskich
266,59,Sybiraków
267,58,Jeżynowa
268,7,Zielona
269,169,Cmentarna
270,50,Strzelecka
271,103,Zachodnia
272,85,Kopernika
273,72,Gdańska
274,18,Spokojna
275,198,Malinowa
276,72,Piłsudskiego
277,90,Srebrna
278,165,Niecała
279,131,Brzechwy
280,103,Księżycowa
281,174,Bociania
282,138,Partyzantów
283,85,Lotnicza
284,8,Cmentarna
285,30,Szmaragdowa
286,67,Słowackiego
287,46,Wschodnia
288,149,Liliowa
289,68,Swierkowa
290,10,Drzymały
291,28,Bociania
292,153,Polna
293,112,Promienna
294,89,Kowalska
295,187,Batalionów Chłopskich
296,81,Daszyńskiego
297,112,Sucharskiego
298,156,Wieniawskiego
299,131,Świerczewskiego
300,30,Makowa
301,99,Częstochowska
302,148,Kaszubska
303,49,Wąska
304,66,Poniatowskiego
305,12,Jeżynowa
306,182,Asnyka
307,112,Księżycowa
308,1,Niepodległości
309,134,Wodna
310,138,Daszyńskiego
311,176,Dobra
312,185,Kolorowa
313,190,Opolska
314,189,Korczaka
315,172,Skośna
316,51,Urocza
317,94,Składowa
318,111,Szymanowskiego
319,18,Mokra
320,171,Rajska
321,85,Warszawska
322,160,Jaworowa
323,81,Śląska
324,170,Poniatowskiego
325,32,Ludowa
326,185,Powstańców Śląskich
327,77,Miłosza
328,130,Nadrzeczna
329,80,Bolesława Chrobrego
330,171,Rynek
331,105,Środkowa
332,84,Widok
333,104,Łabędzia
334,179,Polna
335,76,Willowa
336,142,Starowiejska
337,33,Leszczynowa
338,50,Kaszubska
339,108,Konopnickiej
340,171,Partyzantów
341,98,Kołłątaja
342,174,Błękitna
343,192,Majowa
344,45,Rycerska
345,158,Rycerska
346,146,Jana III Sobieskiego
347,78,Piastowska
348,104,Lotnicza
349,141,Bydgoska
350,1,Kosynierów
