1,1,1,2,1,1,2,NOWE,Rezerwacja 1,2024-01-02,2024-01-05,,3,10097,,409,97,1,513
2,2,2,3,2,2,3,AKTYWNE,Rezerwacja 2,2024-01-03,2024-01-07,,6,10194,,418,99,2,526
3,3,3,4,3,3,4,ZAKONCZONE,Rezerwacja 3,2024-01-04,2024-01-09,2024-01-09,9,10291,10334,427,101,3,539
4,4,4,5,4,4,5,ANULOWANE,Rezerwacja 4,2024-01-05,2024-01-11,,12,10388,,436,103,4,552
5,5,5,6,5,5,6,NOWE,Rezerwacja 5,2024-01-06,2024-01-13,,15,10485,,445,105,5,565
6,6,6,7,6,6,7,AKTYWNE,Rezerwacja 6,2024-01-07,2024-01-15,,18,10582,,454,107,6,578
7,7,7,8,7,7,8,ZAKONCZONE,Rezerwacja 7,2024-01-08,2024-01-17,2024-01-18,21,10679,10726,463,109,7,591
8,8,8,9,8,8,9,ANULOWANE,Rezerwacja 8,2024-01-09,2024-01-19,,24,10776,,472,111,8,604
9,9,9,10,9,9,10,NOWE,Rezerwacja 9,2024-01-10,2024-01-21,,27,10873,,481,113,9,617
10,10,10,11,10,10,11,AKTYWNE,Rezerwacja 10,2024-01-11,2024-01-13,,30,10970,,490,115,10,630
11,11,11,12,11,11,12,ZAKONCZONE,Rezerwacja 11,2024-01-12,2024-01-15,2024-01-17,33,11067,11118,499,117,11,643
12,12,12,13,12,12,13,ANULOWANE,Rezerwacja 12,2024-01-13,2024-01-17,,36,11164,,508,119,12,656
13,13,13,14,13,13,14,NOWE,Rezerwacja 13,2024-01-14,2024-01-19,,39,11261,,517,121,13,669
14,14,14,15,14,14,15,AKTYWNE,Rezerwacja 14,2024-01-15,2024-01-21,,42,11358,,526,123,14,682
15,15,15,16,15,15,16,ZAKONCZONE,Rezerwacja 15,2024-01-16,2024-01-23,2024-01-23,45,11455,11510,535,125,15,695
16,16,16,17,16,16,17,ANULOWANE,Rezerwacja 16,2024-01-17,2024-01-25,,48,11552,,544,127,16,708
17,17,17,18,17,17,18,NOWE,Rezerwacja 17,2024-01-18,2024-01-27,,51,11649,,553,129,17,721
18,18,18,19,18,18,19,AKTYWNE,Rezerwacja 18,2024-01-19,2024-01-29,,54,11746,,562,131,18,734
19,19,19,20,19,19,20,ZAKONCZONE,Rezerwacja 19,2024-01-20,2024-01-31,2024-02-01,57,11843,11902,571,133,19,747
20,20,20,21,20,20,21,ANULOWANE,Rezerwacja 20,2024-01-21,2024-01-23,,60,11940,,580,135,20,760
21,21,21,22,21,21,22,NOWE,Rezerwacja 21,2024-01-22,2024-01-25,,63,12037,,589,137,21,773
22,22,22,23,22,22,23,AKTYWNE,Rezerwacja 22,2024-01-23,2024-01-27,,66,12134,,598,139,22,786
23,23,23,24,23,23,24,ZAKONCZONE,Rezerwacja 23,2024-01-24,2024-01-29,2024-01-31,69,12231,12294,607,141,23,799
24,24,24,25,24,24,25,ANULOWANE,Rezerwacja 24,2024-01-25,2024-01-31,,72,12328,,616,143,24,812
25,25,25,26,25,25,26,NOWE,Rezerwacja 25,2024-01-26,2024-02-02,,75,12425,,625,145,0,825
26,26,26,27,26,26,27,AKTYWNE,Rezerwacja 26,2024-01-27,2024-02-04,,78,12522,,634,147,1,838
27,27,27,28,27,27,28,ZAKONCZONE,Rezerwacja 27,2024-01-28,2024-02-06,2024-02-06,81,12619,12686,643,149,2,851
28,28,28,29,28,28,29,ANULOWANE,Rezerwacja 28,2024-01-29,2024-02-08,,84,12716,,652,151,3,864
29,29,29,30,29,29,30,NOWE,Rezerwacja 29,2024-01-30,2024-02-10,,87,12813,,661,153,4,877
30,30,30,31,30,30,31,AKTYWNE,Rezerwacja 30,2024-01-31,2024-02-02,,90,12910,,670,155,5,890
31,31,31,32,31,31,32,ZAKONCZONE,Rezerwacja 31,2024-02-01,2024-02-04,2024-02-05,93,13007,13078,679,157,6,903
32,32,32,33,32,32,33,ANULOWANE,Rezerwacja 32,2024-02-02,2024-02-06,,96,13104,,688,159,7,916
33,33,33,34,33,33,34,NOWE,Rezerwacja 33,2024-02-03,2024-02-08,,99,13201,,697,161,8,929
34,34,34,35,34,34,35,AKTYWNE,Rezerwacja 34,2024-02-04,2024-02-10,,102,13298,,706,163,9,942
35,35,35,36,35,35,36,ZAKONCZONE,Rezerwacja 35,2024-02-05,2024-02-12,2024-02-14,105,13395,13470,715,165,10,955
36,36,36,37,36,36,37,ANULOWANE,Rezerwacja 36,2024-02-06,2024-02-14,,108,13492,,724,167,11,968
37,37,37,38,37,37,38,NOWE,Rezerwacja 37,2024-02-07,2024-02-16,,111,13589,,733,169,12,981
38,38,38,39,38,38,39,AKTYWNE,Rezerwacja 38,2024-02-08,2024-02-18,,114,13686,,742,171,13,994
39,39,39,40,39,39,40,ZAKONCZONE,Rezerwacja 39,2024-02-09,2024-02-20,2024-02-20,117,13783,13862,751,173,14,1007
40,40,40,41,40,40,41,ANULOWANE,Rezerwacja 40,2024-02-10,2024-02-12,,120,13880,,760,175,15,1020
41,41,41,42,41,41,42,NOWE,Rezerwacja 41,2024-02-11,2024-02-14,,123,13977,,769,177,16,1033
42,42,42,43,42,42,43,AKTYWNE,Rezerwacja 42,2024-02-12,2024-02-16,,126,14074,,778,179,17,1046
43,43,43,44,43,43,44,ZAKONCZONE,Rezerwacja 43,2024-02-13,2024-02-18,2024-02-19,129,14171,14254,787,181,18,1059
44,44,44,45,44,44,45,ANULOWANE,Rezerwacja 44,2024-02-14,2024-02-20,,132,14268,,796,183,19,1072
45,45,45,46,45,45,46,NOWE,Rezerwacja 45,2024-02-15,2024-02-22,,135,14365,,805,185,20,1085
46,46,46,47,46,46,47,AKTYWNE,Rezerwacja 46,2024-02-16,2024-02-24,,138,14462,,814,187,21,1098
47,47,47,48,47,47,48,ZAKONCZONE,Rezerwacja 47,2024-02-17,2024-02-26,2024-02-28,141,14559,14646,823,189,22,1111
48,48,48,49,48,48,49,ANULOWANE,Rezerwacja 48,2024-02-18,2024-02-28,,144,14656,,832,191,23,1124
49,49,49,50,49,49,50,NOWE,Rezerwacja 49,2024-02-19,2024-03-01,,147,14753,,841,193,24,1137
50,50,50,51,50,50,51,AKTYWNE,Rezerwacja 50,2024-02-20,2024-02-22,,150,14850,,850,195,0,1150
51,51,51,52,51,51,52,ZAKONCZONE,Rezerwacja 51,2024-02-21,2024-02-24,2024-02-24,153,14947,15038,859,197,1,1163
52,52,52,53,52,52,53,ANULOWANE,Rezerwacja 52,2024-02-22,2024-02-26,,156,15044,,868,199,2,1176
53,53,53,54,53,53,54,NOWE,Rezerwacja 53,2024-02-23,2024-02-28,,159,15141,,877,201,3,1189
54,54,54,55,54,54,55,AKTYWNE,Rezerwacja 54,2024-02-24,2024-03-01,,162,15238,,886,203,4,1202
55,55,55,56,55,55,56,ZAKONCZONE,Rezerwacja 55,2024-02-25,2024-03-03,2024-03-04,165,15335,15430,895,205,5,1215
56,56,56,57,56,56,57,ANULOWANE,Rezerwacja 56,2024-02-26,2024-03-05,,168,15432,,904,207,6,1228
57,57,57,58,57,57,58,NOWE,Rezerwacja 57,2024-02-27,2024-03-07,,171,15529,,913,209,7,1241
58,58,58,59,58,58,59,AKTYWNE,Rezerwacja 58,2024-02-28,2024-03-09,,174,15626,,922,211,8,1254
59,59,59,60,59,59,60,ZAKONCZONE,Rezerwacja 59,2024-02-29,2024-03-11,2024-03-13,177,15723,15822,931,213,9,1267
60,60,60,61,60,60,61,ANULOWANE,Rezerwacja 60,2024-03-01,2024-03-03,,180,15820,,940,215,10,1280
61,61,61,62,61,61,62,NOWE,Rezerwacja 61,2024-03-02,2024-03-05,,183,15917,,949,217,11,1293
62,62,62,63,62,62,63,AKTYWNE,Rezerwacja 62,2024-03-03,2024-03-07,,186,16014,,958,219,12,1306
63,63,63,64,63,63,64,ZAKONCZONE,Rezerwacja 63,2024-03-04,2024-03-09,2024-03-09,189,16111,16214,967,221,13,1319
64,64,64,65,64,64,65,ANULOWANE,Rezerwacja 64,2024-03-05,2024-03-11,,192,16208,,976,223,14,1332
65,65,65,66,65,65,66,NOWE,Rezerwacja 65,2024-03-06,2024-03-13,,195,16305,,985,225,15,1345
66,66,66,67,66,66,67,AKTYWNE,Rezerwacja 66,2024-03-07,2024-03-15,,198,16402,,994,227,16,1358
67,67,67,68,67,67,68,ZAKONCZONE,Rezerwacja 67,2024-03-08,2024-03-17,2024-03-18,201,16499,16606,1003,229,17,1371
